# ra dec
ra	dec	dist	vmag	absmag
298.56201	8.461453	56.2746	4.71	0.958
319.48449	-32.172539	55.8659	4.71	0.974
347.478735	-22.457611	154.5595	4.71	-1.235
21.48312	68.130012	59.8086	4.72	0.836
80.44062	-0.382465	284.9003	4.72	-2.553
87.760125	37.305573	160.2564	4.72	-1.304
92.57463	-54.968645	398.4064	4.72	-3.282
122.817945	-12.926999	54.1712	4.72	1.051
141.82665	-22.343783	48.0077	4.72	1.313
156.478425	33.79612	71.5308	4.72	0.448
157.583715	-71.992793	79.8722	4.72	0.208
158.307975	40.42556	34.626	4.72	2.023
181.08012	-63.165711	261.7801	4.72	-2.37
185.17929	17.792868	88.8889	4.72	-0.024
199.385685	40.572608	81.0373	4.72	0.177
240.69951	46.036705	113.8952	4.72	-0.563
259.152855	-0.445297	63.0915	4.72	0.72
325.664595	-18.866323	90.1713	4.72	-0.055
36.4059	50.278631	113.2503	4.73	-0.54
103.66098	13.177827	25.6279	4.73	2.686
122.85789	-42.987278	100000	4.73	-15.27
165.456975	-2.484585	179.2115	4.73	-1.537
241.62264	-45.173185	37.5094	4.73	1.859
242.242935	36.490944	35.7782	4.73	1.962
313.163475	-8.983318	48.216	4.73	1.314
7.943085	54.522289	115.7407	4.74	-0.577
19.866645	27.264059	94.4287	4.74	-0.136
38.02179	-15.244677	26.6951	4.74	2.608
39.94989	-42.89167	35.6888	4.74	1.977
49.996935	65.652292	233.6449	4.74	-2.103
52.65441	-5.075145	123.9157	4.74	-0.726
122.253195	-61.302429	19.98	4.74	3.237
130.30473	-47.317125	781.25	4.74	-4.724
135.6363	67.629619	96.432	4.74	-0.181
199.601445	-18.311196	8.5551	4.74	5.079
212.47863	-53.438946	55.9284	4.74	1.002
237.8163	20.977919	114.9425	4.74	-0.562
269.948145	-23.816133	127.3885	4.74	-0.786
285.778605	-42.095105	59.2066	4.74	0.878
292.94301	34.452968	263.8522	4.74	-2.367
314.95647	47.520951	434.7826	4.74	-3.451
330.82851	-2.155363	133.5113	4.74	-0.888
354.462405	-45.492351	61.3874	4.74	0.8
108.65892	-48.271927	115.4734	4.75	-0.562
177.06045	-66.81491	131.7523	4.75	-0.849
208.302255	-31.927612	195.3125	4.75	-1.704
214.041585	51.367231	29.0698	4.75	2.433
235.486665	-19.678828	94.6074	4.75	-0.13
235.670925	-34.710407	111.4827	4.75	-0.486
308.895045	-60.581749	27.7932	4.75	2.53
349.656	68.111445	62.2665	4.75	0.779
7.85391	-48.803514	52.9661	4.76	1.14
42.618825	-75.066947	104.0583	4.76	-0.326
42.759675	-21.004019	57.3066	4.76	0.969
88.110165	1.855134	386.1004	4.76	-3.174
94.711575	69.319787	53.6481	4.76	1.112
119.417115	-30.33457	371.7472	4.76	-3.091
145.32087	-23.591514	155.2795	4.76	-1.196
160.55889	-64.466426	139.0821	4.76	-0.956
169.78296	38.185557	58.8235	4.76	0.912
186.00621	51.562257	118.4834	4.76	-0.608
194.73102	17.409446	99.4036	4.76	-0.227
201.86319	-15.973578	85.9107	4.76	0.09
207.94782	34.44424	184.1621	4.76	-1.566
215.654565	-58.459117	117.5088	4.76	-0.59
260.497965	-67.770668	91.1577	4.76	-0.039
265.09914	-49.415587	21.45	4.76	3.103
289.054335	21.390428	248.7562	4.76	-2.219
324.480105	62.08194	100000	4.76	-15.24
346.778085	25.468259	181.4882	4.76	-1.534
11.0475	-10.60955	71.6332	4.77	0.494
46.38507	56.705719	64.7249	4.77	0.715
84.721185	-7.212829	44.603	4.77	1.523
101.83263	8.037254	151.0574	4.77	-1.126
139.943265	-11.974853	103.3058	4.77	-0.301
172.57872	-3.003501	185.1852	4.77	-1.568
193.588185	-9.538994	166.9449	4.77	-1.343
264.237885	68.75797	23.1642	4.77	2.946
270.770505	-8.180349	51.3347	4.77	1.218
278.143845	57.045599	649.3506	4.77	-4.292
300.889365	-37.940699	112.3596	4.77	-0.483
304.446675	38.03293	100000	4.77	-15.23
305.165895	-12.75908	77.6398	4.77	0.32
307.21506	-17.813687	30.2663	4.77	2.365
341.87067	83.15383	96.0615	4.77	-0.143
0.39924	-77.065724	66.5779	4.78	0.663
13.252065	-1.14426	179.8561	4.78	-1.495
32.12181	37.859077	58.6854	4.78	0.937
56.50971	63.345047	303.9514	4.78	-2.634
67.64013	16.194014	43.1965	4.78	1.603
74.98224	-12.537416	88.968	4.78	0.034
83.76117	-6.002027	495.0495	4.78	-3.693
122.114445	51.50667	76.6871	4.78	0.356
123.37299	-35.899518	284.9003	4.78	-2.493
146.05041	-27.769471	104.0583	4.78	-0.306
154.93407	19.470914	21.3675	4.78	3.131
185.626305	25.84616	90.3342	4.78	0.001
199.40118	5.469869	207.0393	4.78	-1.8
215.177385	-45.18706	43.554	4.78	1.585
215.77413	-27.754017	48.2625	4.78	1.362
262.85397	-23.962643	124.3781	4.78	-0.694
267.5463	-40.090435	781.25	4.78	-4.684
281.361975	-64.871259	28.547	4.78	2.502
335.33058	28.330529	213.2196	4.78	-1.864
336.96468	4.695664	45.4752	4.78	1.491
3.65067	20.206702	112.8668	4.79	-0.473
29.48217	23.596061	39.4945	4.79	1.807
73.15827	36.703187	184.5018	4.79	-1.54
125.632065	-48.490381	526.3158	4.79	-3.816
140.236755	-62.404632	71.6332	4.79	0.514
198.8124	-67.894589	117.3709	4.79	-0.558
237.80805	35.657382	30.4971	4.79	2.369
247.55199	-25.115224	126.7427	4.79	-0.725
267.293655	-31.703203	170.6485	4.79	-1.371
270.06582	4.368615	199.6008	4.79	-1.711
303.816225	25.591957	303.9514	4.79	-2.624
332.451615	72.341207	120.919	4.79	-0.622
333.903795	-41.3467	84.246	4.79	0.162
10.516215	50.512526	438.5965	4.8	-3.41
13.267665	61.12397	18.7441	4.8	3.436
48.95844	-8.81973	33.6474	4.8	2.165
65.388165	46.498878	155.521	4.8	-1.159
66.023985	17.44413	49.4805	4.8	1.328
75.359775	-7.173965	226.7574	4.8	-1.978
99.832605	42.488877	127.551	4.8	-0.728
137.59806	67.134018	20.3791	4.8	3.254
139.04712	54.021857	35.8423	4.8	2.028
140.12091	-9.555695	68.2128	4.8	0.631
161.02887	-63.961072	150.8296	4.8	-1.092
188.712855	22.629259	95.057	4.8	-0.09
196.79469	27.624741	101.626	4.8	-0.235
212.21247	77.547514	140.056	4.8	-0.932
214.49925	35.509505	71.582	4.8	0.526
220.85568	26.52785	215.9827	4.8	-1.872
225.527115	25.008138	113.8952	4.8	-0.483
244.574595	-28.61402	41.2882	4.8	1.721
259.331535	33.1001	204.0816	4.8	-1.749
303.3252	46.815675	187.2659	4.8	-1.562
313.311465	44.38726	161.0306	4.8	-1.235
320.19012	-40.809465	60.4595	4.8	0.893
336.31926	1.377401	239.8082	4.8	-2.099
340.439205	29.307641	91.5751	4.8	-0.009
169.54677	31.528783	10.4167	4.8	4.711
77.42481	15.597232	165.0165	4.81	-1.278
78.43932	-67.185255	150.6024	4.81	-1.079
79.371165	-34.895207	32.4465	4.81	2.254
89.498565	25.953912	476.1905	4.81	-3.579
120.083205	-63.567456	153.1394	4.81	-1.115
143.765985	39.621493	66.0502	4.81	0.711
171.15246	-10.859323	115.3403	4.81	-0.5
217.05057	-2.227957	36.2582	4.81	2.013
276.337665	-20.541679	125.7862	4.81	-0.688
309.63057	21.201174	71.3776	4.81	0.542
312.234555	46.114134	714.2857	4.81	-4.459
29.29188	-47.385277	76.1035	4.82	0.413
78.357165	38.484498	46.9043	4.82	1.464
99.81966	-14.145764	303.0303	4.82	-2.587
103.38711	-20.224254	373.1343	4.82	-3.039
113.449845	-14.523892	471.6981	4.82	-3.548
155.58162	-41.64996	62.5	4.82	0.841
157.656915	55.980536	12.7796	4.82	4.287
186.63237	-51.450635	137.3626	4.82	-0.869
204.365175	36.294898	60.9013	4.82	0.897
212.599725	25.091677	37.4251	4.82	1.954
240.57372	22.804454	54.8847	4.82	1.123
245.518125	1.029039	27.2702	4.82	2.642
252.309225	45.983323	55.2486	4.82	1.108
255.265005	-4.222644	124.2236	4.82	-0.651
276.496035	65.56348	96.5251	4.82	-0.103
283.59915	71.297192	105.4852	4.82	-0.296
316.101255	-19.854991	49.505	4.82	1.347
335.37948	12.205186	497.5124	4.82	-3.664
337.66173	-10.67795	88.8099	4.82	0.078
349.43598	49.0153	172.7116	4.82	-1.367
355.440855	-17.816533	257.0694	4.82	-2.23
13.750725	58.972698	100.7049	4.83	-0.185
21.913725	45.406687	28.6205	4.83	2.547
39.89097	-11.872156	21.4823	4.83	3.17
41.38572	-67.616617	87.184	4.83	0.128
107.212785	-39.655657	223.2143	4.83	-1.914
109.15347	-23.315594	434.7826	4.83	-3.361
125.345955	-33.054366	308.642	4.83	-2.617
130.60581	-53.113984	148.5884	4.83	-1.03
195.88884	-49.527264	67.6133	4.83	0.68
225.94761	47.65406	12.5078	4.83	4.344
228.20664	-44.500414	154.5595	4.83	-1.115
247.160595	41.881677	108.5776	4.83	-0.349
256.20564	-34.12293	100000	4.83	-15.17
281.518665	26.66213	78.125	4.83	0.366
284.265285	-5.846314	62.0347	4.83	0.867
284.680815	-37.107357	30.1841	4.83	2.431
22.546305	6.14382	93.1966	4.84	-0.007
33.305535	44.231652	162.6016	4.84	-1.216
34.262865	34.224231	10.784	4.84	4.676
49.840395	3.370198	9.1399	4.84	5.035
63.484935	9.263824	101.7294	4.84	-0.197
85.323825	16.534148	194.9318	4.84	-1.609
114.863925	-38.308021	170.3578	4.84	-1.317
128.832	-58.009228	68.0735	4.84	0.675
165.140205	3.617494	110.4972	4.84	-0.377
176.320995	8.258119	37.4111	4.84	1.975
214.938495	16.306948	57.3394	4.84	1.048
248.151225	11.488041	107.6426	4.84	-0.32
250.22967	64.589046	225.7336	4.84	-1.928
251.32419	56.781857	26.1097	4.84	2.756
299.738325	-26.195767	96.0615	4.84	-0.073
340.874895	-41.414347	70.6215	4.84	0.595
341.407785	-53.500121	127.2265	4.84	-0.683
346.65339	59.41976	346.0208	4.84	-2.856
241.09161	-11.374611	24.3309	4.84	2.909
47.984355	74.393659	50.7099	4.85	1.325
49.68261	34.222653	361.0108	4.85	-2.938
112.464225	-23.024287	952.381	4.85	-5.044
152.234355	-51.811261	408.1633	4.85	-3.204
198.013515	-37.803022	20.6697	4.85	3.273
229.41204	-63.610465	125	4.85	-0.635
269.197605	-44.342246	88.8889	4.85	0.106
275.216925	3.377165	79.8722	4.85	0.338
284.61567	-52.938629	187.6173	4.85	-1.516
6.98208	-33.007167	138.5042	4.86	-0.847
49.5921	-22.511118	78.3085	4.86	0.391
101.558925	59.44167	65.8328	4.86	0.768
129.926985	-29.561084	74.9064	4.86	0.487
158.77317	75.712948	75.815	4.86	0.461
199.30428	-66.783438	366.3004	4.86	-2.959
215.84457	8.446617	65.9196	4.86	0.765
220.411455	8.161764	164.7446	4.86	-1.224
245.524305	30.891996	56.243	4.86	1.11
248.520915	-44.045315	100000	4.86	-15.14
249.68691	48.928342	127.0648	4.86	-0.66
263.066505	55.172958	30.4878	4.86	2.439
265.857495	-21.683194	17.6523	4.86	3.626
281.080665	-35.641987	143.0615	4.86	-0.918
283.542405	-22.744834	344.8276	4.86	-2.828
288.885105	-25.256682	91.4913	4.86	0.053
309.396975	-61.529918	58.1395	4.86	1.038
331.419795	5.05853	83.2639	4.86	0.258
20.585055	45.528778	65.7462	4.87	0.781
38.968635	5.593246	104.2753	4.87	-0.221
48.7254	21.044441	80.3859	4.87	0.344
63.59871	-10.256283	74.2942	4.87	0.515
108.305655	-45.182739	56.5291	4.87	1.109
130.430565	-15.943384	64.9351	4.87	0.808
133.88151	-27.681871	75.815	4.87	0.471
148.551375	-25.932345	104.8218	4.87	-0.232
159.307215	-27.412634	149.4768	4.87	-1.003
161.71347	-64.383474	147.2754	4.87	-0.971
296.590605	-19.761113	63.6537	4.87	0.851
323.69394	38.534054	70.9723	4.87	0.615
36.487515	-12.29048	139.8601	4.88	-0.848
81.908685	21.936965	191.5709	4.88	-1.532
87.254025	24.567535	111.4827	4.88	-0.356
88.278675	-33.801361	102.5641	4.88	-0.175
109.66824	-24.558701	584.7953	4.88	-3.955
179.90694	-78.221839	110.8647	4.88	-0.344
190.471065	10.235625	36.2713	4.88	2.082
195.06864	30.785021	202.4291	4.88	-1.651
254.00625	65.134796	15.2579	4.88	3.963
269.449185	-41.716295	138.5042	4.88	-0.827
280.88022	-8.275215	165.0165	4.88	-1.208
289.408665	-18.952908	147.7105	4.88	-0.967
293.80413	-48.099202	113.6364	4.88	-0.398
356.76426	58.651989	53.3333	4.88	1.245
359.668245	-3.555983	71.8907	4.88	0.597
359.75223	55.754928	100000	4.88	-15.12
2.816085	-15.467977	18.7477	4.89	3.525
72.47769	37.488275	154.321	4.89	-1.052
81.18678	1.846445	318.4713	4.89	-2.625
87.38721	12.651324	76.2777	4.89	0.478
114.7914	34.584346	50.9944	4.89	1.352
116.53104	18.510043	104.0583	4.89	-0.196
157.841625	-53.715484	21.8103	4.89	3.197
159.388635	-13.384543	208.3333	4.89	-1.704
176.63064	-40.500354	9.2208	4.89	5.066
177.963555	-65.20591	111.1111	4.89	-0.339
193.323945	21.244943	86.8056	4.89	0.197
214.558155	-81.00776	42.337	4.89	1.756
256.34454	12.740828	40.8664	4.89	1.833
263.043765	55.184243	30.248	4.89	2.487
296.069145	37.354355	88.6525	4.89	0.152
312.492	-33.779722	116.0093	4.89	-0.432
339.815325	39.050269	529.1005	4.89	-3.728
352.50804	58.54892	190.4762	4.89	-1.509
12.20838	50.968168	126.2626	4.9	-0.606
21.405135	-14.598796	88.1834	4.9	0.173
85.619295	1.474629	90.009	4.9	0.129
104.404635	45.094094	73.8552	4.9	0.558
192.671535	-33.999302	122.6994	4.9	-0.544
198.56367	-59.103235	18.1984	4.9	3.6
240.8508	-38.602541	122.549	4.9	-0.542
241.36065	-19.80186	122.1001	4.9	-0.534
247.11633	-70.084401	12.1168	4.9	4.483
297.767115	22.610046	193.0502	4.9	-1.528
312.370635	-46.226826	126.5823	4.9	-0.612
40.56216	40.193944	24.1896	4.91	2.992
67.96944	-0.044011	201.2072	4.91	-1.608
75.35658	-20.051918	60.6796	4.91	0.995
76.86246	18.645052	15.4345	4.91	3.968
94.99833	-2.944493	142.4501	4.91	-0.858
107.557005	-4.237106	62.1891	4.91	0.941
107.913825	39.320549	148.8095	4.91	-0.953
159.645645	-16.876572	64.5578	4.91	0.86
190.485765	-59.685819	293.2551	4.91	-2.426
203.699145	37.182415	45.6621	4.91	1.612
225.24312	-8.518943	90.009	4.91	0.139
228.6555	-31.519121	598.8024	4.91	-3.976
250.39326	-17.742167	126.4223	4.91	-0.599
256.333935	54.470042	27.4348	4.91	2.718
298.907505	52.438948	86.2813	4.91	0.23
307.412505	-2.885531	61.2745	4.91	0.974
309.1818	-2.549957	398.4064	4.91	-3.092
338.25015	-61.982122	88.968	4.91	0.164
343.80696	8.816166	95.6938	4.91	0.006
29.167485	-22.526785	108.2251	4.92	-0.252
90.460095	-10.59793	240.3846	4.92	-1.985
91.246365	-16.484435	278.5515	4.92	-2.305
96.224595	49.287893	100000	4.92	-15.08
105.97344	-49.58392	60.5694	4.92	1.009
112.768665	82.411466	153.1394	4.92	-1.005
138.903	-38.569942	68.8705	4.92	0.73
166.333005	-27.293612	43.2339	4.92	1.741
186.60027	27.268237	84.6024	4.92	0.283
203.53305	3.658967	56.6572	4.92	1.154
207.42846	21.264105	123.0012	4.92	-0.53
221.24667	-35.191826	65.703	4.92	0.832
231.049545	-10.322266	31.2305	4.92	2.447
271.70787	-43.425216	41.841	4.92	1.812
275.074635	21.961297	120.1923	4.92	-0.479
277.939305	-45.914814	216.9197	4.92	-1.761
283.30644	50.708221	139.8601	4.92	-0.808
311.218785	25.270617	99.6016	4.92	-0.071
62.71062	-41.993573	54.8246	4.93	1.235
64.31526	20.578591	28.9436	4.93	2.622
65.10267	34.566725	66.9344	4.93	0.802
74.81418	37.890245	52.2739	4.93	1.339
113.915475	-52.533836	120.3369	4.93	-0.472
115.75182	58.71036	81.8331	4.93	0.365
119.93397	-3.679583	84.246	4.93	0.302
134.24343	-59.229338	206.6116	4.93	-1.646
145.560165	-23.915569	15.0128	4.93	4.048
173.06835	-29.261022	26.295	4.93	2.831
175.22352	-62.090101	272.4796	4.93	-2.247
184.08558	23.945409	76.4526	4.93	0.513
192.924675	27.540712	89.1266	4.93	0.18
195.181875	56.366338	25.4453	4.93	2.902
212.71035	-16.30203	141.2429	4.93	-0.82
222.75447	-2.29915	67.0241	4.93	0.799
226.82523	24.869195	19.5542	4.93	3.474
242.999955	-10.064253	47.7099	4.93	1.537
294.222705	-7.027477	515.4639	4.93	-3.631
301.8465	-52.880793	331.1258	4.93	-2.67
302.35674	36.839621	317.4603	4.93	-2.578
303.633435	36.806302	42.6985	4.93	1.778
311.794785	34.374123	136.4256	4.93	-0.744
349.212255	-7.726504	187.9699	4.93	-1.44
355.997835	29.361454	68.7758	4.93	0.743
33.092865	30.303067	89.1266	4.94	0.19
44.76534	35.183128	112.8668	4.94	-0.323
104.066625	-48.721144	263.8522	4.94	-2.167
110.556375	-19.0166	147.4926	4.94	-0.904
120.87951	27.794332	78.5546	4.94	0.464
132.4485	-45.307875	340.1361	4.94	-2.718
148.717545	-19.00936	188.3239	4.94	-1.435
156.03273	65.566423	104.0583	4.94	-0.146
157.75863	-73.22149	316.4557	4.94	-2.562
197.263635	-23.11807	70.9723	4.94	0.685
198.428955	40.152885	140.8451	4.94	-0.804
246.996	68.768137	149.2537	4.94	-0.93
285.003435	32.145514	338.9831	4.94	-2.711
303.569235	15.197609	45.977	4.94	1.627
307.514745	48.951569	278.5515	4.94	-2.285
332.536395	-32.548407	18.2782	4.94	3.63
10.86699	47.024546	53.6769	4.95	1.301
20.020485	58.231611	100000	4.95	-15.05
59.356005	63.072264	110.6195	4.95	-0.269
85.21131	-1.128787	275.4821	4.95	-2.25
93.013665	16.130406	162.0746	4.95	-1.099
171.98433	2.856265	172.4138	4.95	-1.233
188.68353	70.02177	184.5018	4.95	-1.38
239.547375	-14.279358	143.472	4.95	-0.834
243.36972	-54.630467	131.2336	4.95	-0.64
244.376865	75.75533	29.7354	4.95	2.584
298.965675	38.486705	442.4779	4.95	-3.279
300.436395	-59.375893	145.7726	4.95	-0.868
343.008375	43.312417	99.7009	4.95	-0.043
351.73314	1.255608	47.0588	4.95	1.587
356.597985	3.486811	275.4821	4.95	-2.25
25.145055	40.577049	218.3406	4.96	-1.736
25.445745	42.613369	12.7389	4.96	4.434
38.461275	-28.232343	148.368	4.96	-0.897
50.360715	43.329651	46.1681	4.96	1.638
67.10988	16.359672	57.241	4.96	1.171
79.81917	22.096494	75.815	4.96	0.561
88.711605	55.706947	73.046	4.96	0.642
207.467865	-18.134168	74.9064	4.96	0.587
239.44794	54.749762	33.5796	4.96	2.33
240.83595	-25.86524	63.6537	4.96	0.941
271.50792	22.218879	226.2443	4.96	-1.813
272.93055	-23.701235	78.4929	4.96	0.486
272.975655	31.40535	166.9449	4.96	-1.153
351.209385	62.282806	240.9639	4.96	-1.95
18.795645	-45.531664	15.1149	4.97	4.073
29.000055	68.685242	215.0538	4.97	-1.693
55.594365	33.965026	323.6246	4.97	-2.58
60.325455	-61.078822	97.8474	4.97	0.017
65.088405	27.350754	98.4252	4.97	0.004
88.874625	-37.120668	102.0408	4.97	-0.074
118.37424	26.765783	68.2128	4.97	0.801
155.74236	-66.901498	123.1527	4.97	-0.482
185.087415	3.312574	94.4287	4.97	0.094
202.107555	13.778787	17.9856	4.97	3.695
217.04346	-29.491638	120.6273	4.97	-0.437
235.0704	-23.818078	117.2333	4.97	-0.375
244.253895	-50.068122	450.4505	4.97	-3.298
255.78279	14.091947	121.0654	4.97	-0.445
353.48826	31.325277	168.3502	4.97	-1.161
354.94611	-14.222178	43.592	4.97	1.773
356.50851	46.420276	307.6923	4.97	-2.471
25.68129	-3.6902	364.9635	4.98	-2.831
32.35554	25.939892	88.4956	4.98	0.245
44.699085	-64.071284	90.3342	4.98	0.201
76.669335	51.59772	26.2881	4.98	2.881
83.81592	-5.387315	100000	4.98	-15.02
83.845425	-5.41606	473.9336	4.98	-3.399
115.09671	-15.26392	213.2196	4.98	-1.664
130.00614	-12.475372	119.0476	4.98	-0.399
165.186675	6.101449	46.3607	4.98	1.649
177.485925	-70.22579	290.6977	4.98	-2.337
186.747075	26.825699	85.1789	4.98	0.328
232.94577	40.899332	119.0476	4.98	-0.399
240.360705	29.851061	95.6023	4.98	0.078
275.977605	58.800736	56.4653	4.98	1.221
284.061015	4.202132	51.9481	4.98	1.402
290.137095	-5.415766	47.2813	4.98	1.607
298.980765	58.845969	280.8989	4.98	-2.263
1.125495	-10.509523	641.0256	4.99	-4.044
30.575385	54.487541	223.2143	4.99	-1.754
52.012755	49.062866	160.7717	4.99	-1.041
55.562085	-31.938361	259.7403	4.99	-2.083
59.284545	61.108883	448.4305	4.99	-3.268
69.72315	-12.123121	71.3267	4.99	0.724
80.70834	3.544452	476.1905	4.99	-3.399
102.691455	41.78123	116.144	4.99	-0.335
102.71814	-34.367318	250	4.99	-2
105.728235	-4.239231	373.1343	4.99	-2.869
111.412065	9.276097	319.4888	4.99	-2.532
123.333195	-15.788221	266.6667	4.99	-2.14
136.49319	5.092316	274.7253	4.99	-2.204
137.76834	-44.867902	100000	4.99	-15.01
142.98642	11.299827	66.0939	4.99	0.889
170.70663	43.482703	163.3987	4.99	-1.076
184.1256	33.061527	96.9932	4.99	0.056
205.436625	-54.559425	83.1947	4.99	0.39
213.06585	2.409433	79.1766	4.99	0.497
230.534625	-47.927792	35.8551	4.99	2.217
230.80125	30.287812	17.8635	4.99	3.73
239.876145	-41.744436	133.6898	4.99	-0.64
273.473175	64.397287	22.92	4.99	3.189
291.031575	29.621338	258.3979	4.99	-2.071
301.08162	-32.056296	89.1266	4.99	0.24
332.108055	-34.043841	130.039	4.99	-0.58
344.108325	49.733544	490.1961	4.99	-3.462
349.740315	-9.61075	80.1925	4.99	0.469
61.11318	59.155507	625	5	-3.979
81.106065	17.383534	14.3864	5	4.21
91.881795	-37.25292	221.2389	5	-1.724
93.93702	-13.718414	125	5	-0.485
104.027685	-14.04343	381.6794	5	-2.908
109.633245	49.464756	106.9519	5	-0.146
144.302775	6.835802	75.3012	5	0.616
170.802855	-36.164769	323.6246	5	-2.55
175.87998	-62.489396	100000	5	-15
232.854285	77.349352	262.4672	5	-2.095
242.018865	17.04698	112.7396	5	-0.26
269.772	-30.253025	310.559	5	-2.461
271.86975	43.461891	125.6281	5	-0.495
283.779735	-22.671328	83.9631	5	0.38
285.359865	46.934812	37.4392	5	2.133
288.479805	57.705102	50.6586	5	1.477
293.6454	19.773403	169.4915	5	-1.146
296.606655	33.727598	21.2314	5	3.365
359.395905	-64.298231	47.4383	5	1.619
131.1741	-54.708074	24.4499	5	3.059
241.09161	-11.374611	24.3309	5	3.069
286.602705	-37.06474	17.8923	5	3.737
2.58018	46.072272	377.3585	5.01	-2.874
7.012125	17.893125	162.0746	5.01	-1.039
24.837525	44.386165	76.746	5.01	0.585
75.5409	-26.275029	71.4796	5.01	0.739
78.851655	32.6876	87.5657	5.01	0.298
92.8125	-65.589417	196.4637	5.01	-1.456
94.478445	61.515286	195.6947	5.01	-1.448
112.4532	27.916146	148.368	5.01	-0.847
118.06536	-34.705442	17.9437	5.01	3.74
128.68167	-49.944203	260.4167	5.01	-2.068
143.53665	-51.255266	277.0083	5.01	-2.202
160.766835	69.076214	128.041	5.01	-0.527
174.873405	-65.397766	153.8462	5.01	-0.925
184.74912	-55.143002	151.5152	5.01	-0.892
186.4623	39.018616	80.1925	5.01	0.489
187.52802	69.201123	190.4762	5.01	-1.389
260.078625	18.057081	147.0588	5.01	-0.827
297.24441	19.142042	78.1861	5.01	0.544
299.48763	-15.49149	81.4332	5.01	0.456
67.209015	13.047602	48.852	5.02	1.576
81.163095	37.385346	143.2665	5.02	-0.761
143.301915	-21.115722	111.1111	5.02	-0.209
158.23695	-47.003353	401.6064	5.02	-2.999
163.934985	33.506929	72.6216	5.02	0.715
209.142405	27.492082	178.2531	5.02	-1.235
223.212825	-37.80316	150.8296	5.02	-0.872
229.27452	71.823901	122.1001	5.02	-0.414
267.26793	50.781075	66.5336	5.02	0.905
267.362325	76.962881	31.7561	5.02	2.511
275.386125	49.121593	198.8072	5.02	-1.472
281.208075	2.060038	142.6534	5.02	-0.751
284.33532	-20.656346	632.9114	5.02	-3.987
291.318705	-24.508575	77.2201	5.02	0.581
326.93397	-30.898304	98.4252	5.02	0.054
31.641345	22.648317	55.6793	5.03	1.302
72.5484	-16.217159	72.3066	5.03	0.734
90.814995	-26.284544	124.6883	5.03	-0.449
109.20588	-36.592633	230.9469	5.03	-1.788
116.486955	-14.563805	72.0981	5.03	0.74
127.36452	-44.724812	800	5.03	-4.485
164.8668	40.430257	14.0627	5.03	4.29
188.782335	18.377058	138.1215	5.03	-0.671
205.403235	-8.702984	156.25	5.03	-0.939
213.73812	-57.086126	147.7105	5.03	-0.817
252.938595	24.656433	214.1328	5.03	-1.623
255.46935	-32.143519	137.1742	5.03	-0.656
259.654125	10.864475	151.0574	5.03	-0.866
280.658145	55.539457	104.3841	5.03	-0.063
290.71332	-54.423931	48.216	5.03	1.614
292.66599	-2.788887	162.0746	5.03	-1.019
297.657195	52.988001	62.0732	5.03	1.065
313.64016	28.057621	178.5714	5.03	-1.229
0.583005	-29.720414	154.0832	5.04	-0.899
17.003385	43.942092	58.9623	5.04	1.187
26.52588	-53.522037	62.0347	5.04	1.077
49.050855	50.937664	242.1308	5.04	-1.88
70.514475	-37.144297	28.6697	5.04	2.753
89.767965	-9.55825	87.7963	5.04	0.323
91.76406	-62.154581	110.8647	5.04	-0.184
94.110915	12.272163	19.2493	5.04	3.618
100.770765	44.52445	99.2063	5.04	0.057
110.86881	25.050531	48.7329	5.04	1.601
114.86913	17.674519	161.0306	5.04	-0.995
115.737975	-45.173118	24.6731	5.04	3.079
121.66809	-45.266015	427.3504	5.04	-3.114
181.19424	-76.519061	146.1988	5.04	-0.785
198.01476	-16.198601	33.9098	5.04	2.388
201.28041	-74.887818	67.7966	5.04	0.884
202.35522	-51.165134	155.521	5.04	-0.919
229.237065	-60.957255	100000	5.04	-14.96
229.82832	1.765408	25.3807	5.04	3.017
232.73232	40.833047	257.0694	5.04	-2.01
238.333575	-20.16704	94.8767	5.04	0.154
319.613265	43.945945	100000	5.04	-14.96
324.237405	40.413521	65.8328	5.04	0.948
329.81277	73.179896	36.7242	5.04	2.215
339.439095	-4.228056	65.5738	5.04	0.956
49.781805	50.094966	171.8213	5.05	-1.125
57.29673	24.136712	117.096	5.05	-0.293
76.24164	-49.577837	136.0544	5.05	-0.619
80.003835	33.958054	636.9427	5.05	-3.971
99.656805	-48.220183	146.1988	5.05	-0.775
115.129425	87.020091	139.6648	5.05	-0.675
129.78297	-22.661875	19.3986	5.05	3.611
271.756455	30.56214	15.6421	5.05	4.079
332.87742	59.414488	606.0606	5.05	-3.863
347.38107	8.677161	239.8082	5.05	-1.849
350.085765	5.381307	132.626	5.05	-0.563
356.978145	67.806808	92.9368	5.05	0.209
55.53891	63.216806	159.2357	5.06	-0.95
78.85155	-26.943509	85.2515	5.06	0.406
80.442735	-24.772981	107.8749	5.06	-0.105
92.184645	-68.843409	91.9118	5.06	0.243
92.96589	-6.550287	366.3004	5.06	-2.759
96.98988	-4.762154	333.3333	5.06	-2.554
113.577585	-23.473661	31.6857	5.06	2.556
124.578285	-65.613192	91.0747	5.06	0.263
151.546725	-47.369995	73.692	5.06	0.723
165.210135	39.212092	115.4734	5.06	-0.252
215.59662	-80.108945	197.6285	5.06	-1.419
257.676375	-44.557719	96.8054	5.06	0.131
295.209015	45.524942	49.6278	5.06	1.581
